Token,SHAP_Value,Base_Value,Model,Category
catalog,0.07565935432785409,0.16217396656338678,DL_BiLSTM,eCommerce
office,-0.0677725743753399,0.16217396656338678,DL_BiLSTM,eCommerce
product,0.05206702050236345,0.16217396656338678,DL_BiLSTM,eCommerce
exposed,0.04792901311247988,0.16217396656338678,DL_BiLSTM,eCommerce
formatted,-0.041559924837201834,0.16217396656338678,DL_BiLSTM,eCommerce
restful,-0.03970091376686469,0.16217396656338678,DL_BiLSTM,eCommerce
web,0.037218568846583366,0.16217396656338678,DL_BiLSTM,eCommerce
service,0.037218568846583366,0.16217396656338678,DL_BiLSTM,eCommerce
resource,0.03599991276860237,0.16217396656338678,DL_BiLSTM,eCommerce
xml,0.03184185270220041,0.16217396656338678,DL_BiLSTM,eCommerce
exposing,0.024825907201829978,0.16217396656338678,DL_BiLSTM,eCommerce
api,-0.024735498591326177,0.16217396656338678,DL_BiLSTM,eCommerce
functionality,0.024577763164415956,0.16217396656338678,DL_BiLSTM,eCommerce
international,-0.017976497765630484,0.16217396656338678,DL_BiLSTM,eCommerce
data,0.01614508987404406,0.16217396656338678,DL_BiLSTM,eCommerce
